"","text","score","polarity"
"891","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/RvEuZ7D7WD via @businessinsider",-1,"Negatif"
"892","I HAVE ONE QUESTION!!!!! WHY ISN'T THIS GUY IN A PADDED CELL WEARING A STRAITJACKET?
https://t.co/MFhPiJk9HB

The rapper, known as Ye, said he asked  Donald Trump — who is running for the 2024 GOP nomination — to be his running mate in his own White House bid, and that...",0,"Netral"
"893","😂😂😂 Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/YHPmk9lVlL",-1,"Negatif"
"894","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/mAhrjXURSw",-1,"Negatif"
"895","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/bh0ZVgwuwz",-1,"Negatif"
"896","The Simpsons ‘Predicted’ Donald Trump 2024 Back in 2015 https://t.co/62ZNfj7d5X",0,"Netral"
"897","@chrisw2967 @catturd2 @BreitbartNews Please Read or Listen ---👇
Christian Petition Against Donald Trump's 2024 Run Signed by Thousands
https://t.co/IDtqlCGTXe",0,"Netral"
"898","Kanye West released his first video for his 2024 presidential run, and claims Donald Trump was ""perturbed"" by him and hurled insults about his then-wife Kim Kardashian. https://t.co/wdX4MASubD",-1,"Negatif"
"899","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/5VEDqdSTYC via @YahooNews",-1,"Negatif"
"900","@robreiner Hey rob...u do the math! Trump has committed 0 crimes therefore he will do 0 time! 

They r after him because they  and u hate him. DONALD J TRUMP IS THE 
GREATEST PRESIDENT EVER!

TRUMP 2024! GET USE TO IT.
IF YOU HAD ANY SENSE U WOULD 
VOTE FOR HIM!",-1,"Negatif"
"901","@POTUS45 is back to Former President of Donald Trump in American next 2024?",0,"Netral"
"902","Former President Donald Trump hosted Holocaust denier at Mar-a-Lago estate during visit with Kanye West, a week after announcing 2024 run https://t.co/StjgJ5f9IN",0,"Netral"
"903","45th President Donald Trump has overwhelming support from Republican voters when pitted up against Florida Governor Ron DeSantis for the 2024 Republican presidential nomination, A new poll conducted by Emerson College revealed Trump has a 30% advantage with Eligible voters.",1,"Positif"
"904","Kanye West swipes Donald Trump in first 2024 presidential campaign video. Kindred spirits! https://t.co/i52KSNxHDh via @nypost",0,"Netral"
"905","@LeaderMcConnell is an out of touch RINO ….and hates Trump because The Donald will clean the swamp in 2024 ✔️ https://t.co/061iknwV5y",0,"Netral"
"906","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/VASDpaTwIt",-1,"Negatif"
"907","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/6pKYScrTbS via @Yahoo",-1,"Negatif"
"908","Kanye West announces 2024 presidential bid

At Mar-a-Lago ? https://t.co/g6fHgp42Ko",0,"Netral"
"909","Kanye West announces 2024 presidential bid
#LiveOnNews9
FULL STORY: https://t.co/J4i2iqmeOu https://t.co/HtAVzMhlle",0,"Netral"
"910","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/f0S3i5jXFx",0,"Netral"
"911","Trump working FOR a black super diva? 😂 

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/wfOHqAvXKv",0,"Netral"
"912","JUST IN: Kanye West announces 2024 presidential bid. https://t.co/O2XZVJouSI",0,"Netral"
"913","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/kpsNmgouFr",-1,"Negatif"
"914","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/Aw8kPQRA4B",0,"Netral"
"915","As Donald Trump prepares to launch a 2024 run, GOP Gov. Asa Hutchinson says January 6th ""crossed every line"" and Republicans need to speak out.
 ""We need to jump up and down a little bit more about how that, in my judgment, disqualifies him from the presidency again.""",0,"Netral"
"916","Ye swipes Donald Trump in first 2024 presidential campaign video https://t.co/mBFcEb5GBr #FoxNews",0,"Netral"
"917","He will be under multiple indictments by 2024. https://t.co/JRHQhA7C7g",0,"Netral"
"918","* Kanye West claims Donald Trump trashed Kim Kardashian at meeting  New York Post 
 * Kanye West says Trump screamed at him over a potential 2024 run  Business Insider
 * Trump talks with white nationalist Nick Fuentes at Mar-a-Lago dinner  Axios
 *… https://t.co/pe3SZRIV4Y",-1,"Negatif"
"919","JUST IN — Ye, formerly known as Kanye West, said Donald Trump screamed at him during their Mar-a-Lago meeting, telling Ye he would lose if he ran for president in 2024.",-1,"Negatif"
"920","@NEWSMAX Kanye, must have had a differing opinion about something..and of course, you must agree with the Donald at all times or he will destroy you.  Trump is a joke..a bad joke!!  Kari Lake or Ron DeSantis for 2024!!  They speak softly and carry a big stick...Trump shoots of his mouth!!",-2,"Negatif"
"921","Kanye West has released a series of videos promoting his aspiration to run for President of the US in 2024, having asked Donald Trump to be his running mate.

https://t.co/Nh4Lf5Nq0F",1,"Positif"
"922","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/UZuauXYgJb",0,"Netral"
"923","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/6zLHwuDstX",-1,"Negatif"
"924","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/PoTqHR2r9t",0,"Netral"
"925","Would you vote for Ye for president in 2024? https://t.co/JkTvELFdwI",0,"Netral"
"926","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/mkNi9mleUZ via @YahooNews This is really Disgusting! Both of Them",-1,"Negatif"
"927","Law - Bloomberg - (11-24-2022)

Trump rape accuser sues [Trump] for battery - Daily Telegraph - (11-24-2022)

Donald Trump's Miserable [2022] Thanksgiving - Newsweek - (11-24-2022)

Trump suffers wave of legal setbacks one week after announcing 2024 [White House] bid - Wash",-4,"Negatif"
"928","@guardian Plenty of US politicians have connections with far-rights groups. Donald Trump announced 2024 presidential race even though he has deep connection with far-right groups, such as KKK.",0,"Netral"
"929","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/Z263Ku8WUK",-1,"Negatif"
"930","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has scre | 2022/11/25 - New York Daily News https://t.co/nVZbh3hz9J 

This is too damn funny to be real, but here it is. 🤣🤣🤣",-3,"Negatif"
"931","Ex-Trump Official Predicts How And Why Donald Trump Would Lose In 2024 https://t.co/R52Nw085VD",0,"Netral"
"932","https://t.co/YbiV8Y9MOr

The rapper, known as Ye, said he asked  Donald Trump — who is running for the 2024 GOP nomination — to be his running mate in his own White House bid, and that...",0,"Netral"
"933","If Donald Trump were indicted, it would throw American politics into tumult: he has announced that he will run for president again in 2024. What are some of the most prominent inquiries the former president faces? We explain https://t.co/LwrqSLzj0s via @EconUS",1,"Positif"
"934","If Donald Trump were indicted, it would throw American politics into tumult: he has announced that he will run for president again in 2024. What are some of the most prominent inquiries the former president faces? We explain https://t.co/iyYKnLlDqq",1,"Positif"
"935","Ye said he asked Trump to be his running mate. The former president was “Most perturbed about me asking him to be my vice president. I think that was lower on the list of things that caught him off guard.”
https://t.co/KXdtgU8Fwg",-2,"Negatif"
"936","@maggieNYT Or you could have said “Donald Trump, former President and leading candidate for 2024, sits down to dinner with Neo Nazi, holocaust denying racist”",0,"Netral"
"937","Ye swipes Donald Trump in first 2024 presidential campaign video https://t.co/TLEbxPxVZi via @Yahoo",0,"Netral"
"938","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/KuR5zLipaI via @Yahoo",-1,"Negatif"
"939","Trump and Kanye have the same problem: they’re both pretending to run for President in 2024, but the media is usually only willing help promote one fake campaign at a time. No wonder they’re attacking each other. They’re each screwing up each other’s con.

https://t.co/RwVu5bnYdm",1,"Positif"
"940","Ye made the announcement Thursday on Twitter that he is running for the office of President of the United States in 2024. https://t.co/7CkZ04fosu",0,"Netral"
"941","The news came as a part of the rapper's latest campaign video, officially confirming his 2024 bid. https://t.co/jlj9LA01Bp",0,"Netral"
"942","Kanye West announces 2024 presidential bid https://t.co/YZbwhXnQdX",0,"Netral"
"943",". . . . .
AND THERE IS 

NO WAY 

THIS CAN GET 

ANY CRAZIER. . . !

https://t.co/VhIXPA5Ncl",0,"Netral"
"944","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/8RI89PFxfx",0,"Netral"
"945","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/Zx9JZU9r2V",0,"Netral"
"946","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024. https://t.co/N9ZlTQzH34",0,"Netral"
"947","Do the MAGA Goons understand that Donald Trump's 2024 presidential campaign is a grift for a money raising con and he will be in prison before 2024?",-1,"Negatif"
"948","@JeffOnTheRight After ""Coco Chow"" and ""Young Kin (sounds Chinese)"", which followed six and a half years of me taking heat arguing that Trump is not racist, it's just more evidence.

2016 - ""From Ronald to Donald""

2024 - ""From Donald to Ronald""

Pass the torch from disruption to leadership.",-1,"Negatif"
"949","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says #KanyeWest #DonaldTrump #President24 #TrumpRunnigMate #YE24 #WestTweetFeed #UnitedStates #Rapper #Southend #Knutsford #USPolitics #Trump2024 https://t.co/QGaBDSAINj",-1,"Negatif"
"950","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/z2PbPAJs60 via @Yahoo You have to be kidding me? Am I the only one laughing? 😂🤣😂🤣",-1,"Negatif"
"951","DEMOCRATIC NONSENSE IS ALL WE GET FROM BIDEN, THE AMERICAN PUBLIC HAS SEEN WHAT JOE BIDEN HAS DONE TO OUR ECONOMY DO YOU WANT HIM TO DO IT AGAIN IN 2024 I WOULD SAY NO WAY JOE WE NEED STRONG LEADERSHIP WITH PRESIDENT TRUMP ! VOTE FOR DONALD TRUMP !
https://t.co/ul0jg8mzRJ",0,"Netral"
"952","“West was joined on his Mar-Lago trip by white supremacist Nick Fuentes, whom he said impressed the ex-president.”

Note: Fuentes is the founder of the white nationalist America First Foundation. https://t.co/qxHaIfiPm0",1,"Positif"
"953","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/W5ysVQP6uT",-1,"Negatif"
"954",".@KanyeWest is pretty serious about running for President in 2024.

So much so that he asked Donald Trump to be his running mate 
😳 https://t.co/kaXSVoChBN https://t.co/aN53YBUZLU",1,"Positif"
"955","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/lSCrHbohNn",-1,"Negatif"
"956","So breaking it down, for 2024 so far we have: 

Ye, Donald Trump, Ron Desantis(yet to officially declare), &amp; Joe Biden(also not yet official, though he is the incumbent)… this is going to be unhinged

I’m looking forward to the Republican primary and whatever the fuck Ye’s doing",-2,"Negatif"
"957","@maggieNYT I understand that Ye has announced his 2024 presidential bid, running against Donald Trump and Ron Desantis.

The republican party is worried that this will split the antisemitic vote.

And then there's no telling who the other 20% of the party will support.",-2,"Negatif"
"958","I pitty the unfortunate person who wins the Republican nomination for president, other than Trump. Already, Donald Trump knows what he is in for, and is well prepared. Anyone else will probably be in prison and totally disgraced before the 2024 election. Remember Sarah Palin?",-1,"Negatif"
"959","What a complete shit show! Nothing but Dumbasses here!! 

Open SmartNews and read ""Kanye West Says Donald Trump Insulted Kim Kardashian &amp; ‘Exploded’ When Asked To Be Rapper’s 2024 Running Mate During Mar-a-Lago Visit"" here: https://t.co/KYyhJkr89g",-1,"Negatif"
"960","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/RBtHDGTmN2 via @Yahoo Trump should know. He's a loser &amp; self-appointed victim. Why would he want to bring a racist on his ticket?",-3,"Negatif"
"961","@WesleyHuntTX @GOPChairwoman Ye has announced his 2024 presidential bid, running against Donald Trump and Ron Desantis.

The republican party is worried that this will split the antisemitic vote.

And then there's no telling who the other 20% of the party will support.",-2,"Negatif"
